year,month,day,no-voie,b/t/q,type-de-voie,voie,code-postal,type-local,surface-terrain,surface-reelle-bati,nombre-pieces-principales
2023,1,4,20,B,RUE,DES GRANDS COTEAUX,44850,Maison,550.0,65.0,3
2023,1,4,20,B,RUE,DES GRANDS COTEAUX,44850,Maison,550.0,85.0,3
2023,1,4,20,B,RUE,DES GRANDS COTEAUX,44850,Maison,600.0,85.0,3
2023,1,4,20,B,RUE,DES GRANDS COTEAUX,44850,Maison,600.0,65.0,3
2023,1,4,1,NAN,RUE,DES ANCOLIES,44300,Appartement,0.0,63.0,3
2023,1,5,17,NAN,RUE,DES GRANDS PATIS,44300,Appartement,0.0,57.0,3
2023,1,6,24,NAN,RUE,PIERRE BEREGOVOY,44230,Appartement,0.0,48.0,2
2023,1,5,200,NAN,NAN,LA BOUZENAIS,44390,Maison,1174.0,70.0,3
2023,1,6,25,NAN,RUE,DE LA BASTILLE,44000,Appartement,0.0,90.0,4
2023,1,9,7,NAN,RUE,JULES VERNE,44140,Maison,625.0,133.0,5
2023,1,6,60,NAN,BD,DE LA FRATERNITE,44100,Maison,119.0,119.0,4
2023,1,6,1,NAN,IMP,DE FLORENCE,44470,Appartement,0.0,43.0,2
2023,1,5,6,NAN,CHEM,DU VERGER,44830,Maison,287.0,123.0,6
2023,1,6,44,NAN,RUE,GRANDE BIESSE,44200,Appartement,0.0,29.0,2
2023,1,5,4,NAN,BD,DE LAUNAY,44100,Appartement,0.0,80.0,3
2023,1,10,108,NAN,BD,DES BELGES,44300,Appartement,0.0,78.0,4
2023,1,3,7,B,RUE,DE CHYPRE,44000,Appartement,0.0,60.0,3
2023,1,9,14,NAN,RUE,ARISTIDE HIGNARD,44000,Appartement,0.0,56.0,3
2023,1,3,6,NAN,BD,DE LAUNAY,44100,Appartement,0.0,40.0,2
2023,1,9,30,NAN,RUE,DE LA VALLEE,44700,Appartement,0.0,72.0,4
2023,1,5,16,NAN,RUE,DE LA PLANCHE AU GUE,44300,Appartement,0.0,59.0,3
2023,1,5,271,NAN,RUE,DES HERSES,44240,Maison,528.0,66.0,3
2023,1,3,5,NAN,PL,ANATOLE FRANCE,44000,Appartement,0.0,41.0,2
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,45.0,2
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,45.0,2
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,43.0,2
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,22.0,1
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Maison,218.0,48.0,1
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,13.0,1
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,43.0,2
2023,1,11,23,NAN,RUE,DES OLIVETTES,44000,Appartement,218.0,55.0,2
2023,1,3,8,NAN,RUE,PARMENTIER,44300,Maison,430.0,93.0,4
2023,1,12,4,NAN,RUE,TOURNEFORT,44000,Appartement,0.0,56.0,2
2023,1,4,43,NAN,RUE,CHARLES MONSELET,44000,Appartement,0.0,50.0,3
2023,1,9,12,NAN,RUE,DU CALVAIRE,44000,Appartement,0.0,63.0,3
2023,1,5,2,NAN,RUE,DES NEFLIERS,44470,Appartement,0.0,63.0,3
2023,1,5,14,NAN,RUE,DES NEFLIERS,44470,Maison,0.0,95.0,4
2023,1,5,470,NAN,RUE,D ANJOU,44440,Maison,629.0,75.0,4
2023,1,10,44,NAN,RUE,DE LA MARTINIERE,44300,Appartement,0.0,24.0,1
2023,1,2,295,NAN,RUE,DES GENETS,44440,Maison,858.0,89.0,5
2023,1,9,8,NAN,RUE,DU CALVAIRE DE GRILLAUD,44100,Appartement,0.0,61.0,3
2023,1,4,29,NAN,RUE,DE LA VICTOIRE,44300,Appartement,0.0,34.0,1
2023,1,6,44,NAN,RUE,DU CHAPEAU BERGER,44120,Appartement,0.0,74.0,3
2023,1,9,23,NAN,NAN,LE HAUT BRY,44440,Maison,540.0,62.0,2
2023,1,12,7,NAN,IMP,DU RUISSEAU,44690,Maison,438.0,61.0,2
2023,1,10,2,NAN,RUE,MAL DE GASSION,44100,Appartement,0.0,24.0,1
2023,1,4,4,NAN,RUE,GRANDE BIESSE,44200,Appartement,0.0,31.0,3
2023,1,5,504,NAN,NAN,GRAND LANDE,44390,Maison,149.0,32.0,1
2023,1,6,14,NAN,RUE,EUGENE PERGELINE,44200,Appartement,0.0,76.0,4
2023,1,9,11,NAN,RUE,GUY MOCQUET,44840,Maison,392.0,108.0,5
2023,1,9,57,B,BD,MEUSNIER DE QUERLON,44000,Appartement,0.0,92.0,4
2023,1,13,3,NAN,AV,DES CASCADES,44300,Appartement,0.0,59.0,3
2023,1,13,6,NAN,RUE,PAUL PLANTIVEAU,44300,Appartement,0.0,51.0,2
2023,1,16,10,NAN,RUE,ST-JEAN,44000,Appartement,0.0,135.0,4
2023,1,7,5190,NAN,NAN,LA PICHONNIERE,44521,Maison,85.0,53.0,3
2023,1,13,71,NAN,RUE,SOPHIE GERMAIN,44300,Appartement,0.0,60.0,3
2023,1,10,16,NAN,RUE,FRANCOIS BONAMY,44300,Appartement,0.0,65.0,4
2023,1,16,8,NAN,RUE,DE LA HALTINIERE,44300,Appartement,0.0,26.0,1
2023,1,10,13,NAN,RUE,REINE DES PRES,44800,Maison,348.0,84.0,4
2023,1,10,12,NAN,RUE,HONORE BROUTELLE,44000,Appartement,0.0,53.0,3
2023,1,9,12,NAN,RUE,DE L HIPPODROME,44300,Appartement,0.0,77.0,4
2023,1,13,70,NAN,RUE,SOPHIE GERMAIN,44300,Appartement,0.0,84.0,4
2023,1,11,9,NAN,IMP,DE LA DOUSSINIERE,44240,Maison,803.0,170.0,7
2023,1,13,79,A,RUE,DE NANTES,44270,Appartement,0.0,65.0,3
2023,1,13,37,NAN,NAN,LA SIMAILLE,44650,Maison,768.0,116.0,4
2023,1,12,12,NAN,RUE,DE LA BRASSERIE,44100,Appartement,0.0,34.0,2
2023,1,12,12,NAN,RUE,BOILEAU,44000,Appartement,0.0,101.0,5
2023,1,9,4,NAN,RUE,DES MESANGES,44330,Maison,1355.0,113.0,5
2023,1,5,10,NAN,AV,ARIANE,44100,Appartement,0.0,78.0,4
2023,1,13,12,NAN,RUE,DU NIL,44800,Appartement,0.0,70.0,4
2023,1,5,20,NAN,RUE,DU MAINE,44000,Appartement,0.0,69.0,3
2023,1,2,40,NAN,AV,DE LA PAQUELAIS,44700,Maison,1327.0,224.0,7
2023,1,3,4,NAN,ALL,ANTONIO VIVALDI,44800,Appartement,0.0,62.0,3
2023,1,4,5360,NAN,NAN,LA BLETIERE,44522,Maison,147.0,61.0,2
2023,1,4,1,NAN,CHE,DE L AVEN,44880,Maison,356.0,170.0,7
2023,1,9,24,NAN,RUE,DU MARTRAY,44430,Maison,783.0,130.0,7
2023,1,11,2,B,RUE,DE LA TROCARDIERE,44400,Maison,270.0,122.0,4
2023,1,3,25,A,RUE,CHARLES NUNGESSER,44240,Appartement,0.0,66.0,3
2023,1,11,9,NAN,RUE,DE L HOTEL DE VILLE,44000,Appartement,0.0,80.0,4
2023,1,11,9,NAN,RUE,DE L HOTEL DE VILLE,44000,Appartement,0.0,15.0,0
2023,1,3,11,NAN,AV,ARMAND DUEZ,44230,Appartement,0.0,65.0,3
2023,1,6,22,NAN,NAN,LE QUARTERON,44190,Maison,364.0,181.0,5
2023,1,12,10,NAN,RUE,D ALGER,44100,Appartement,0.0,149.0,6
2023,1,10,156,NAN,NAN,LA BOUINIERE,44430,Maison,53.0,95.0,3
2023,1,16,17,NAN,RUE,DE LA PLANCHE AU GUE,44300,Appartement,0.0,67.0,3
2023,1,11,11,NAN,RUE,MAUVOISINS,44200,Appartement,0.0,70.0,4
2023,1,12,14,NAN,BD,AMPERE,44470,Appartement,0.0,84.0,4
2023,1,10,10,NAN,BD,AMPERE,44470,Appartement,0.0,42.0,2
2023,1,13,4,NAN,RUE,RENE DUMONT,44300,Appartement,0.0,89.0,5
2023,1,13,34,NAN,NAN,LE VAL JOLI,44230,Appartement,0.0,72.0,4
2023,1,4,5437,NAN,NAN,LE COUDRAY,44370,Maison,157.0,93.0,4
2023,1,10,16,NAN,AV,JEAN CHAUVIN,44470,Maison,903.0,158.0,7
2023,1,5,241,NAN,NAN,LA CONTRIE,44150,Maison,500.0,92.0,5
2023,1,5,241,NAN,NAN,LA CONTRIE,44150,Maison,1500.0,92.0,5
2023,1,4,3,NAN,NAN,LE BAS COISMUR,44590,Maison,225.0,36.0,0
2023,1,16,16,NAN,RUE,DU LIMOUSIN,44230,Maison,0.0,99.0,5
2023,1,9,20,NAN,NAN,LA CHENAIE,44810,Maison,1174.0,176.0,8
2023,1,5,2,NAN,RUE,DE LA GRANDE BRETAGNE,44300,Appartement,0.0,27.0,1
2023,1,18,5088,NAN,NAN,LA REVARDIERE,44110,Maison,362.0,24.0,1
2023,1,10,4,NAN,AV,DU DOCTEUR ROUX,44800,Appartement,0.0,72.0,3
2023,1,10,14,NAN,RUE,DE CHATEAUBRIAND,44000,Appartement,0.0,17.0,1
2023,1,13,5815,NAN,NAN,LA HAIE TROIS SOUS,44690,Maison,561.0,116.0,4
2023,1,13,5815,NAN,NAN,LA HAIE TROIS SOUS,44690,Maison,500.0,116.0,4
2023,1,6,10,NAN,IMP,HERACLES,44470,Maison,237.0,80.0,4
2023,1,13,7,NAN,RTE,DE VERTOU,44200,Appartement,0.0,52.0,3
2023,1,4,28,NAN,RUE,DES LILAS,44700,Appartement,791.0,34.0,2
2023,1,4,28,NAN,RUE,DES LILAS,44700,Appartement,791.0,34.0,2
2023,1,11,30,NAN,RUE,BLANCHET,44400,Appartement,0.0,59.0,3
2023,1,4,69,NAN,BD,EUGENE ORIEUX,44000,Appartement,0.0,82.0,4
2023,1,10,12,NAN,RLE,AINO AALTO,44300,Maison,0.0,112.0,5
2023,1,4,215,NAN,NAN,PLESSIS PAS BRUNET,44390,Maison,206.0,89.0,3
2023,1,9,9,NAN,IMP,DU VERT CLOS,44800,Appartement,0.0,40.0,2
2023,1,16,70,NAN,RUE,SOPHIE GERMAIN,44300,Appartement,0.0,47.0,2
2023,1,5,11,NAN,PL,DU PETIT BOIS,44100,Appartement,0.0,17.0,1
2023,1,6,15,NAN,AV,DES TONNELIERS,44470,Maison,580.0,104.0,4
2023,1,13,2,NAN,RUE,VICTOR SCHOELCHER,44800,Appartement,0.0,30.0,1
2023,1,6,10,NAN,NAN,LA LANDE,44330,Maison,805.0,107.0,4
2023,1,16,117,NAN,RUE,DE LA JAUNAIE,44230,Appartement,0.0,45.0,2
2023,1,6,78,NAN,RUE,DES ROULEAUX,44115,Maison,854.0,123.0,4
2023,1,6,55,NAN,AV,DE LA MARTELLIERE,44230,Appartement,0.0,54.0,2
2023,1,13,1,NAN,BD,DES FRERES DE GONCOURT,44000,Appartement,0.0,61.0,3
2023,1,16,44,NAN,RUE,MORAND,44000,Appartement,0.0,31.0,1
2023,1,5,1,NAN,AV,ABEL GANCE,44300,Appartement,0.0,48.0,2
2023,1,5,3,NAN,NAN,LE SURCHAUD,44680,Maison,476.0,100.0,4
2023,1,16,5,NAN,RUE,COLETTE MAGNY,44100,Appartement,0.0,58.0,2
2023,1,5,11,B,QUAI,DE LA JONELIERE,44300,Appartement,0.0,24.0,1
2023,1,4,181,NAN,RTE,DE VANNES,44800,Appartement,0.0,84.0,4
2023,1,3,97,NAN,RUE,DU LANDREAU,44300,Appartement,0.0,44.0,2
2023,1,12,17,NAN,CHE,DES SIMMONIERES,44240,Maison,707.0,132.0,5
2023,1,17,2,NAN,BD,EMILE ROMANET,44100,Appartement,0.0,79.0,3
2023,1,13,9,NAN,ALL,LOUIS PERGAUD,44400,Appartement,0.0,73.0,4
2023,1,9,1,B,RUE,DES CHAPELIERS,44000,Appartement,0.0,41.0,2
2023,1,13,7,NAN,RUE,DES CHENEAUX,44110,Maison,524.0,65.0,3
2023,1,13,43,NAN,RUE,MERCURE,44800,Appartement,0.0,34.0,1
2023,1,6,5,NAN,RUE,CENTRALE,44100,Appartement,0.0,40.0,1
2023,1,12,12,NAN,RUE,DE LA BLANCHE,44800,Maison,499.0,94.0,6
2023,1,6,1,NAN,RUE,CHARLES BRUNELLIERE,44100,Appartement,0.0,57.0,3
2023,1,3,25,NAN,RUE,DE LA BLANCHETIERE,44300,Maison,525.0,115.0,5
2023,1,6,37,NAN,RUE,DE LA CHICOTIERE,44800,Appartement,0.0,47.0,2
2023,1,3,5,NAN,RUE,MENOU,44000,Appartement,0.0,46.0,2
2023,1,3,55,NAN,RUE,DE GIBOT,44240,Maison,1140.0,166.0,7
2023,1,9,4,NAN,IMP,HERACLES,44470,Maison,237.0,81.0,4
2023,1,12,25,NAN,RUE,DE COULMIERS,44000,Appartement,0.0,37.0,3
2023,1,6,64,NAN,RTE,DE LA CALLE DE CLERMONT,44850,Maison,300.0,205.0,6
2023,1,11,3,NAN,RUE,DE SAVENAY,44000,Appartement,0.0,20.0,1
2023,1,4,339,NAN,NAN,LA LHORIE,44521,Maison,54.0,103.0,3
2023,1,10,2,NAN,BD,MEUSNIER DE QUERLON,44000,Appartement,0.0,66.0,3
2023,1,5,5,NAN,RUE,DES MEUNIERS,44450,Maison,738.0,100.0,5
2023,1,2,67,NAN,RTE,DE LA LOIRE,44450,Maison,172.0,40.0,4
2023,1,17,5,NAN,RUE,DE GUINGAMP,44800,Appartement,0.0,65.0,3
2023,1,6,43,NAN,RUE,DES MAGNOLIAS,44140,Maison,262.0,97.0,4
2023,1,5,24,NAN,RUE,DE SAVENAY,44000,Appartement,0.0,81.0,5
2023,1,5,24,NAN,RUE,DE SAVENAY,44000,Appartement,0.0,39.0,2
2023,1,16,132,NAN,RUE,JONCOURS,44100,Maison,256.0,107.0,4
2023,1,12,1,NAN,RUE,DU TAILLIS,44700,Appartement,0.0,62.0,3
2023,1,11,4,NAN,AV,ANDREE VIOLLIS,44100,Appartement,0.0,62.0,3
2023,1,16,1,NAN,IMP,DE LA FRAGONETTE,44390,Maison,962.0,87.0,4
2023,1,17,33,NAN,RUE,ALPHONSE DAUDET,44000,Appartement,0.0,52.0,3
2023,1,13,5655,NAN,NAN,LE BOULASSIER,44830,Maison,176.0,151.0,5
2023,1,16,30,NAN,NAN,LAUNAY,44170,Maison,1056.0,90.0,3
2023,1,10,11,NAN,NAN,GRAND VILLE,44810,Maison,566.0,77.0,4
2023,1,10,11,NAN,NAN,GRAND VILLE,44810,Maison,566.0,79.0,3
2023,1,19,17,B,AV,DE LA CLOSE,44300,Appartement,0.0,22.0,1
2023,1,13,17,NAN,NAN,GRAND LANDE,44390,Maison,939.0,79.0,4
2023,1,13,17,NAN,NAN,GRAND LANDE,44390,Maison,1970.0,79.0,4
2023,1,13,17,NAN,NAN,GRAND LANDE,44390,Maison,1009.0,79.0,4
2023,1,13,12,NAN,RUE,DE L AUBIER,44390,Maison,903.0,145.0,6
2023,1,12,5217,NAN,NAN,LE BAS DEFAY,44522,Maison,1968.0,121.0,5
2023,1,13,2,NAN,IMP,DE LA PETITE COUDRETTE,44522,Maison,440.0,72.0,3
2023,1,12,292,NAN,BD,DU DOCTEUR MOUTEL,44150,Appartement,0.0,53.0,2
2023,1,16,24,NAN,RUE,DES SEPT ILES,44980,Maison,118.0,81.0,4
2023,1,10,81,NAN,RUE,DE BRETAGNE,44880,Appartement,0.0,36.0,2
2023,1,12,44,NAN,AV,DES THEBAUDIERES,44800,Appartement,0.0,73.0,4
2023,1,19,43,NAN,RUE,GEORGES LAFONT,44300,Appartement,0.0,56.0,3
2023,1,13,2,NAN,SQ,DU PRE AUX MOINES,44115,Maison,543.0,92.0,4
2023,1,13,3,NAN,RUE,DE LOURMEL,44000,Appartement,0.0,57.0,2
2023,1,6,13,NAN,RUE,DE LA JUMENT DE MICHAO,44340,Appartement,0.0,58.0,3
2023,1,3,42,NAN,RUE,DE CURETTE,44119,Maison,1200.0,190.0,6
2023,1,3,42,NAN,RUE,DE CURETTE,44119,Maison,500.0,190.0,6
2023,1,3,42,NAN,RUE,DE CURETTE,44119,Maison,4948.0,190.0,6
2023,1,3,35,NAN,CHE,DE L'ORGE,44310,Maison,524.0,108.0,4
2023,1,10,3,B,RUE,DES AJONCS,44800,Appartement,0.0,62.0,3
2023,1,16,26,NAN,AV,DES ALPES,44400,Maison,358.0,77.0,5
2023,1,11,3,NAN,RUE,DUGOMMIER,44000,Appartement,0.0,116.0,3
2023,1,13,191,NAN,RTE,DE CLISSON,44230,Maison,439.0,100.0,5
2023,1,12,19,NAN,CHE,DES SIMMONIERES,44240,Maison,543.0,132.0,6
2023,1,6,529,NAN,RUE,RENE URIEN,44150,Maison,986.0,111.0,5
2023,1,17,32,NAN,RUE,CAMBRONNE,44110,Maison,26.0,41.0,2
2023,1,3,14,NAN,RUE,DU CHENE,44170,Maison,706.0,118.0,4
2023,1,9,329,NAN,RUE,DE LA PRIMORDIERE,44521,Maison,587.0,139.0,5
2023,1,12,6,NAN,BD,MEUSNIER DE QUERLON,44000,Appartement,0.0,68.0,3
2023,1,4,50,NAN,BD,DU CHARBONNEAU,44470,Maison,173.0,84.0,4
2023,1,12,8,NAN,RUE,DES CAMELIAS,44140,Maison,241.0,120.0,4
2023,1,10,5,NAN,RUE,DES CHAPELIERS,44000,Appartement,0.0,42.0,2
2023,1,17,221,NAN,NAN,LEVEE DE LA DIVATTE,44450,Maison,582.0,71.0,4
2023,1,9,15,NAN,NAN,LE CORMIER,44680,Maison,474.0,120.0,5
2023,1,17,20,NAN,RUE,AUGUSTE BRIZEUX,44000,Appartement,0.0,36.0,2
2023,1,3,189,NAN,BD,ROBERT SCHUMAN,44300,Appartement,0.0,34.0,1
2023,1,6,1,NAN,RUE,RECTEUR SCHMITT,44300,Appartement,0.0,26.0,1
2023,1,18,16,NAN,RUE,DU PUITS D ARGENT,44000,Appartement,0.0,30.0,1
2023,1,4,13,NAN,RUE,DE LA GARENNE,44690,Maison,93.0,86.0,4
2023,1,16,5532,NAN,NAN,LE BOURGNEUF,44660,Maison,1320.0,76.0,3
2023,1,9,1,NAN,NAN,LA CHARBONNIERE SAINT MEME,44270,Maison,1000.0,80.0,3
2023,1,16,5048,NAN,NAN,LA BOURCHINIERE,44690,Maison,78.0,85.0,3
2023,1,13,21,NAN,RUE,DE FLANDRES DUNKERQUE,44100,Appartement,0.0,43.0,2
2023,1,4,6,NAN,RUE,FREDERIC CAILLIAUD,44000,Appartement,0.0,29.0,1
2023,1,5,40,B,RUE,DU LIEUTENANT MARTY,44230,Appartement,0.0,72.0,4
2023,1,4,9,NAN,RUE,MIREILLE HARTUCH,44400,Maison,194.0,82.0,4
2023,1,9,5,NAN,RUE,DE VALLET,44400,Appartement,0.0,73.0,4
2023,1,12,4,NAN,RUE,DES MARGUERITES,44110,Maison,548.0,86.0,4
2023,1,6,13,NAN,RUE,DES REMOULEURS,44700,Maison,457.0,89.0,5
2023,1,10,10,NAN,RUE,DE CHATEAULIN,44000,Appartement,0.0,40.0,1
2023,1,9,4,NAN,RUE,D AUVERGNE,44120,Maison,432.0,54.0,4
2023,1,9,87,NAN,BD,GABRIEL LAURIOL,44300,Appartement,0.0,52.0,3
2023,1,11,296,NAN,NAN,LA BOURGONNIERE,44521,Maison,614.0,117.0,5
2023,1,5,15,NAN,RUE,DES HAUTS MOULINS,44800,Appartement,0.0,73.0,4
2023,1,17,29,NAN,RUE,ALPHONSE DAUDET,44000,Appartement,0.0,64.0,4
2023,1,10,209,NAN,NAN,CARCOUET,44150,Maison,500.0,140.0,6
2023,1,10,209,NAN,NAN,CARCOUET,44150,Maison,1108.0,140.0,6
2023,1,16,76,NAN,BD,MEUSNIER DE QUERLON,44000,Appartement,0.0,60.0,3
2023,1,3,8,NAN,RUE,DU SOLEIL LEVANT,44430,Maison,909.0,75.0,4
2023,1,11,5,NAN,RUE,DES BAS MOULINS,44800,Appartement,0.0,40.0,2
2023,1,20,94,NAN,RUE,DE LA CHATAIGNERAIE,44440,Maison,420.0,42.0,3
2023,1,16,4,NAN,CRS,ANTONIO VIVALDI,44300,Appartement,0.0,90.0,5
2023,1,19,115,NAN,RTE,DE LA FONTENELLE,44120,Maison,0.0,64.0,3
2023,1,11,3,NAN,PL,DU BON PASTEUR,44000,Appartement,0.0,36.0,2
2023,1,12,101,NAN,NAN,LA CHAMBAUDIERE,44190,Maison,308.0,125.0,6
2023,1,16,50,NAN,RUE,DE LA FERME DU RU,44100,Maison,233.0,135.0,6
2023,1,20,17,NAN,NAN,LA MINIERE,44690,Maison,586.0,140.0,5
2023,1,16,15,NAN,AV,CAMUS,44000,Appartement,0.0,86.0,3
2023,1,16,5628,NAN,NAN,LA BASSE CHAISE,44140,Maison,500.0,99.0,5
2023,1,16,5628,NAN,NAN,LA BASSE CHAISE,44140,Maison,2805.0,99.0,5
2023,1,18,9,NAN,IMP,LE MINTIER,44100,Maison,564.0,50.0,3
2023,1,13,29,NAN,RUE,DU DOCTEUR BOUBEE,44800,Maison,361.0,84.0,4
2023,1,18,85,NAN,BD,DE LONGCHAMP,44300,Maison,139.0,90.0,4
2023,1,4,167,NAN,RUE,DU CROISSANT,44300,Appartement,0.0,68.0,4
2023,1,13,29,NAN,RUE,DU DOCTEUR BOUBEE,44800,Maison,361.0,84.0,4
2023,1,13,26,NAN,RUE,FREDERIC CHOPIN,44230,Maison,0.0,70.0,4
2023,1,13,3,NAN,RUE,DU DOCTEUR ALFRED CORLAY,44800,Appartement,0.0,34.0,2
2023,1,12,181,NAN,RUE,DU CLOS DES VIGNES,44150,Maison,303.0,96.0,5
2023,1,3,5,NAN,RUE,DES DEPORTES,44400,Appartement,0.0,81.0,4
2023,1,3,2,NAN,NAN,LES SABLIERES,44680,Maison,1524.0,102.0,5
2023,1,3,2,NAN,NAN,LES SABLIERES,44680,Maison,500.0,102.0,5
2023,1,13,3,NAN,RUE,DE L ILE DE FRANCE,44115,Maison,518.0,80.0,4
2023,1,18,1,NAN,RUE,FULTON,44100,Appartement,0.0,49.0,2
2023,1,11,10,NAN,RUE,LOUIS LE NAIN,44100,Appartement,0.0,70.0,3
2023,1,3,492,NAN,CHE,DU SEIGLE,44310,Maison,500.0,138.0,5
2023,1,3,492,NAN,CHE,DU SEIGLE,44310,Maison,1054.0,138.0,5
2023,1,4,15,NAN,RUE,DU MARAIS,44270,Maison,958.0,137.0,6
2023,1,6,5,NAN,RUE,ANNE-CLAUDE GODEAU,44980,Appartement,0.0,64.0,3
2023,1,12,22,NAN,RUE,CONDORCET,44100,Appartement,0.0,49.0,2
2023,1,11,23,NAN,RUE,DE LA BLANCHETIERE,44300,Maison,243.0,82.0,3
2023,1,11,23,NAN,RUE,DE LA BLANCHETIERE,44300,Maison,710.0,82.0,3
2023,1,5,88,NAN,RUE,D ALLONVILLE,44000,Appartement,0.0,85.0,5
2023,1,5,24,NAN,RUE,DE LA TREMISSINIERE,44300,Appartement,0.0,66.0,3
2023,1,6,20,NAN,AV,DES NAUDIERES,44800,Maison,151.0,90.0,4
2023,1,4,10,NAN,IMP,DES ARTS,44170,Maison,150.0,46.0,3
2023,1,9,49,NAN,BD,ERNEST DALBY,44000,Appartement,0.0,46.0,2
2023,1,18,40,NAN,RUE,DE LA COMMUNE DE 1871,44400,Appartement,0.0,50.0,1
2023,1,18,2,NAN,RUE,GRETRY,44000,Appartement,0.0,48.0,2
2023,1,13,23,NAN,AV,FAUSTO COPPI,44300,Maison,268.0,66.0,4
2023,1,17,18,NAN,QUAI,FRANCOIS MITTERRAND,44200,Appartement,0.0,72.0,4
2023,1,17,1,NAN,RUE,JULES VERNE,44470,Maison,58.0,68.0,3
2023,1,4,4,NAN,RUE,ANTOINE FRANCAIS,44000,Appartement,0.0,12.0,1
2023,1,4,4,NAN,RUE,ANTOINE FRANCAIS,44000,Appartement,0.0,41.0,2
2023,1,16,82,NAN,RUE,D ANGERS,44110,Maison,182.0,47.0,2
2023,1,20,4,NAN,NAN,LA TINIERE,44450,Maison,359.0,96.0,5
2023,1,11,87,NAN,RUE,DU MAL FOCH,44370,Appartement,0.0,84.0,4
2023,1,11,381,NAN,RUE,PASTEUR,44370,Maison,518.0,116.0,4
2023,1,17,66,NAN,RUE,DU SOUVENIR FRANCAIS,44800,Appartement,0.0,63.0,3
2023,1,20,7,NAN,RUE,DE DIJON,44800,Appartement,0.0,64.0,3
2023,1,11,488,NAN,RUE,DE L ARCHE,44370,Maison,956.0,133.0,5
2023,1,13,4,NAN,NAN,LA BERTRANDIERE,44270,Maison,500.0,99.0,5
2023,1,13,4,NAN,NAN,LA BERTRANDIERE,44270,Maison,577.0,99.0,5
2023,1,10,23,NAN,RUE,DE L ERDRE,44440,Maison,30.0,38.0,2
2023,1,18,163,T,RUE,DE LA GILARDERIE,44200,Maison,232.0,55.0,2
2023,1,18,3,NAN,RUE,MAURICE UTRILLO,44110,Appartement,0.0,64.0,2
2023,1,6,9,NAN,RUE,DES OLIVIERS,44110,Maison,1071.0,156.0,7
2023,1,16,11,NAN,RUE,JOSEPH VIOL,44110,Maison,340.0,122.0,5
